reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,review_length,word_count,clean_text,rating_sentiment,ai_sentiment,ai_confidence
37f84255-a81e-4c6b-8489-4566871885a4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,they have a like a friend just saying very easily learning English speaking,4,0,6.91.4,2026-08-11 15:47:10,,,6.91.4,75,13,they have a like a friend just saying very easily learning English speaking,positive,positive,0.6501937508583069
5a32b136-6fc1-44e0-b40a-710e3536a0c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best app so far when it comes to learning different languages,5,0,6.91.4,2026-08-11 15:45:18,,,6.91.4,61,11,Best app so far when it comes to learning different languages,positive,positive,0.8662385940551758
85022f55-21e1-49fe-a661-70a7a17861c3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's good app for beginners start,5,0,6.91.4,2026-08-11 15:44:32,,,6.91.4,33,6,it's good app for beginners start,positive,positive,0.9742146730422974
78d99431-c3d6-43db-8156-d3cfd6f25e45,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i like this app bcoz it's a learning app with enjoy 💝,5,0,6.91.4,2026-08-11 15:43:46,,,6.91.4,53,12,i like this app bcoz it's a learning app with enjoy 💝,positive,positive,0.7746986150741577
cd6c0372-9f91-4c0d-bfbf-0d33d0a4a2b8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍 nice,5,0,6.91.4,2026-08-11 15:43:41,,,6.91.4,6,2,👍 nice,positive,positive,0.9639391303062439
ccff0509-98d3-45a2-8778-eba125adb297,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Best,5,0,6.91.4,2026-08-11 15:40:24,,,6.91.4,4,1,Best,positive,positive,0.9546904563903809
36fa453c-4fd1-41bc-8710-7ddd625d0b6d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I'm learning Spanish well and I think its a great opportunity for others to learn languages or chess,5,0,6.91.4,2026-08-11 15:39:29,,,6.91.4,100,18,I'm learning Spanish well and I think its a great opportunity for others to learn languages or chess,positive,positive,0.9251506924629211
dd923376-e6a4-455b-ba50-b0bcd38de5f3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,إنه جميل ورائع,4,0,6.87.6,2026-08-11 15:39:23,,,6.87.6,14,3,إنه جميل ورائع,positive,positive,0.6669963002204895
922c677a-a480-432f-9342-1968a349f8c8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it is a great app for learning language and music, chess and even abc. it is interactive and has great visuals. once I started I saw the reviews and thought it would be pay to learn but no, it's just that you have to try and learn and if you get everything wrong then your energy will drain for nothing so if your serious about learning something then this is the best app for it.",5,0,6.91.4,2026-08-11 15:39:10,,,6.91.4,380,75,"it is a great app for learning language and music, chess and even abc. it is interactive and has great visuals. once I started I saw the reviews and thought it would be pay to learn but no, it's just that you have to try and learn and if you get everything wrong then your energy will drain for nothing so if your serious about learning something then this is the best app for it.",positive,positive,0.8818705081939697
d2c8bf65-2136-42fd-89a2-8629e62b18ef,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's a great learning ground for all learners! and newbies like me!,5,0,6.91.4,2026-08-11 15:34:55,,,6.91.4,67,12,it's a great learning ground for all learners! and newbies like me!,positive,positive,0.9787197709083557
1ff23d5c-b472-4867-98b2-a1f3693214ee,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,actually this app is sooo use full I want to learn Korean and this app helps me tooo much like a real life teacher ...✨🤗,5,0,6.91.4,2026-08-11 15:33:34,,,6.91.4,120,25,actually this app is sooo use full I want to learn Korean and this app helps me tooo much like a real life teacher ...✨🤗,positive,positive,0.6856361031532288
55e2d7fb-1f5c-4a5a-a145-1a15971bbca6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's the best,5,0,6.91.4,2026-08-11 15:32:41,,,6.91.4,13,3,It's the best,positive,positive,0.9816409945487976
ff719b58-5d4b-4204-8e65-a9f88f7b443b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,duolingo aap is very useful aap jinko koi bhi language nhi aati hai vo yeh duolingo aap se Sikh saktey hai,5,0,5.121.15,2026-08-11 15:30:02,,,5.121.15,106,21,duolingo aap is very useful aap jinko koi bhi language nhi aati hai vo yeh duolingo aap se Sikh saktey hai,positive,positive,0.7452439665794373
b12d8f50-1f81-4e31-af9f-66185c40772a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Great App. however, I had a few chess games where I was playing in black, my opponent didnt move, but MY time ran out",4,0,6.90.3,2026-08-11 15:29:54,,,6.90.3,117,24,"Great App. however, I had a few chess games where I was playing in black, my opponent didnt move, but MY time ran out",positive,negative,0.3842751979827881
355b21af-21a6-446d-903a-e631c12d1e43,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,doing with the very bad app to learn because when all energy was low than Duolingo say 2K money 💰🤑,1,0,6.91.4,2026-08-11 15:29:11,,,6.91.4,98,20,doing with the very bad app to learn because when all energy was low than Duolingo say 2K money 💰🤑,negative,negative,0.9523342847824097
22b0a3e5-e332-4cd4-bf13-2a589ef9009f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good 👍,5,0,6.91.4,2026-08-11 15:28:35,,,6.91.4,11,3,very good 👍,positive,positive,0.980103611946106
ada53d09-c8f7-47d1-8a63-474a7430468c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,super,5,0,6.91.4,2026-08-11 15:27:54,,,6.91.4,5,1,super,positive,positive,0.9201449155807495
46619edd-7c2c-4827-9788-dc3ccc8fbf4f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's a great app for learning new languages,5,0,6.91.4,2026-08-11 15:26:50,,,6.91.4,43,8,It's a great app for learning new languages,positive,positive,0.9696719646453857
149cfa0b-09af-4eab-99d1-21ffb9145d06,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it's amazing, duolingo is the best!",5,0,6.91.4,2026-08-11 15:26:35,,,6.91.4,35,6,"it's amazing, duolingo is the best!",positive,positive,0.9896649718284607
48c88270-a029-4a81-bdac-2ffebab564c7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's a really good app I am learning Spanish and it's getting easy and fun,5,0,6.91.4,2026-08-11 15:26:15,,,6.91.4,74,15,It's a really good app I am learning Spanish and it's getting easy and fun,positive,positive,0.9802360534667969
c5783ed0-cff3-485f-baf7-e2ac643fed80,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so good,5,0,6.91.4,2026-08-11 15:26:00,,,6.91.4,7,2,so good,positive,positive,0.967585563659668
a7070be8-2f8b-41b3-9b89-8ad36b8b5d8a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very funny way to learn,5,0,6.91.4,2026-08-11 15:25:39,,,6.91.4,23,5,very funny way to learn,positive,positive,0.8981702923774719
df82cb3c-97bf-4584-b1e8-2f14243e0c5a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's is very good app for learning languages 😊,5,0,6.91.4,2026-08-11 15:24:25,,,6.91.4,46,9,it's is very good app for learning languages 😊,positive,positive,0.9712256193161011
ddd906a6-7e10-4209-91e1-dd1233ce5e2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,to show video as an learning method,5,0,6.91.4,2026-08-11 15:24:17,,,6.91.4,35,7,to show video as an learning method,positive,positive,0.5531601309776306
bcbf1544-c338-47eb-b596-fee46b34933a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very nice,5,0,6.91.4,2026-08-11 15:21:36,,,6.91.4,9,2,very nice,positive,positive,0.9819658398628235
6bdfaa96-eed6-4235-adce-7bc9b2b547f4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i love this appp,5,0,6.91.4,2026-08-11 15:20:02,,,6.91.4,16,4,i love this appp,positive,positive,0.954980194568634
daa2edc2-c03d-4e1d-a79a-9bcaae1a3afb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,1,0,6.91.4,2026-08-11 15:19:50,,,6.91.4,4,1,good,negative,positive,0.9778190851211548
f6c35d21-2dc5-4239-a07c-b684c8f2eaaf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,so intrasting aap,5,0,6.89.4,2026-08-11 15:19:22,,,6.89.4,17,3,so intrasting aap,positive,positive,0.47697603702545166
b98cfe83-77a2-4563-96c9-2a226a77e864,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good app,5,0,6.91.4,2026-08-11 15:19:17,,,6.91.4,8,2,good app,positive,positive,0.9626550674438477
31985f15-8196-470c-b537-33ec1d5ca970,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have been learning Russian since the fifth grade and it is very fun,5,0,6.91.4,2026-08-11 15:19:08,,,6.91.4,69,14,I have been learning Russian since the fifth grade and it is very fun,positive,positive,0.8127570152282715
77c442d0-0e41-4430-a412-c6dc053dfcf6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ডলিংগোটলিঙ্গ অনেক ভালো ডলিঙ্গ থেকে অনেক কিছু শিখা যায় অনেক ভাষা একে আমি একদম ৫ এ৫ দেব ❤️❤️,5,0,6.91.4,2026-08-11 15:18:00,,,6.91.4,91,18,ডলিংগোটলিঙ্গ অনেক ভালো ডলিঙ্গ থেকে অনেক কিছু শিখা যায় অনেক ভাষা একে আমি একদম ৫ এ৫ দেব ❤️❤️,positive,positive,0.4456300139427185
93536983-c1d7-437e-81d4-262d9f214194,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I'm loving the learning but I wish there was a dictionary like item you could go to to look at the words individually. like a lil book to go to if you forget what it means in your original language and know how to spell that word if you can't remember.,4,0,6.91.4,2026-08-11 15:17:43,,,6.91.4,252,51,I'm loving the learning but I wish there was a dictionary like item you could go to to look at the words individually. like a lil book to go to if you forget what it means in your original language and know how to spell that word if you can't remember.,positive,positive,0.47649529576301575
d1c997de-301b-4d2d-878a-56795e1991e1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's great and amazing!,5,0,6.91.4,2026-08-11 15:16:20,,,6.91.4,23,4,It's great and amazing!,positive,positive,0.9952989220619202
79996890-af35-4958-ad35-cb39358bae09,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,douloungu is very best for strong the English,5,0,6.91.4,2026-08-11 15:14:22,,,6.91.4,45,8,douloungu is very best for strong the English,positive,positive,0.9413583278656006
dd49428b-dc2d-4788-af22-998303f78827,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice app,5,0,6.90.3,2026-08-11 15:14:06,,,6.90.3,8,2,nice app,positive,positive,0.9733777046203613
5010c201-0746-42b0-957e-104a129df6ad,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,you can learn many languages and others it is amazing,5,0,6.91.4,2026-08-11 15:13:48,,,6.91.4,53,10,you can learn many languages and others it is amazing,positive,positive,0.9249357581138611
d65e8d11-2182-419e-b2c1-0c1207d69192,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I understand now the words thank u for helping my intelligence,5,0,6.91.4,2026-08-11 15:10:07,,,6.91.4,62,11,I understand now the words thank u for helping my intelligence,positive,positive,0.7687757611274719
8f10789d-ac8e-4f34-bc8f-18e4ef4b8f97,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is very good for education.,5,0,6.91.4,2026-08-11 15:09:06,,,6.91.4,30,6,It is very good for education.,positive,positive,0.9828349351882935
f9f06f8e-6c9d-4f6f-be43-9b0eb76e9daf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The constant reminders at the worst time. the idea that my streak is somehow important. the idea that my number of completed tasks vs what other people do is somehow important. the idea that I should study more, quicker to get more rewards via topping charts and getting streaks, as if thats going to promote better retention (it doesnt) so many things would work better with this app if it didnt function like some cruddy multiserver p2w race to the highest level type mobile game. uninstalled.",1,0,,2026-08-11 15:07:51,,,,495,86,"The constant reminders at the worst time. the idea that my streak is somehow important. the idea that my number of completed tasks vs what other people do is somehow important. the idea that I should study more, quicker to get more rewards via topping charts and getting streaks, as if thats going to promote better retention (it doesnt) so many things would work better with this app if it didnt function like some cruddy multiserver p2w race to the highest level type mobile game. uninstalled.",negative,negative,0.7436901926994324
71515b7d-58e7-455f-aceb-40834fee8910,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best,5,0,6.91.4,2026-08-11 15:06:24,,,6.91.4,4,1,best,positive,positive,0.9653393626213074
1114965d-5a5b-48c2-aaa9-30a48beb2b23,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This learning is great,5,0,6.91.4,2026-08-11 15:06:06,,,6.91.4,22,4,This learning is great,positive,positive,0.9883783459663391
d72e7a84-444e-47d7-9996-75dc88812ca1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,maja aa gaya,5,0,6.91.4,2026-08-11 15:05:42,,,6.91.4,12,3,maja aa gaya,positive,positive,0.6463212966918945
4bf5b612-f0c1-4695-8a78-c56632b9420f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,hmmmm l love it 😀,5,0,6.91.4,2026-08-11 15:03:22,,,6.91.4,17,5,hmmmm l love it 😀,positive,positive,0.9333425760269165
d89f24c4-3cc5-4dba-a46b-ff42187032e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i love duolingo this is so cool and my lerling class is very brmesy thank for you my learning and new thing i am 1 of a my class duolingo is my best and my mother dad you cand do it but after week i am 1 of my class sanik class i am 1 and all my class i am 1 i am yourself i am proud of me thanku duolingo🫡,5,0,6.91.4,2026-08-11 15:03:04,,,6.91.4,306,72,i love duolingo this is so cool and my lerling class is very brmesy thank for you my learning and new thing i am 1 of a my class duolingo is my best and my mother dad you cand do it but after week i am 1 of my class sanik class i am 1 and all my class i am 1 i am yourself i am proud of me thanku duolingo🫡,positive,positive,0.9411990642547607
65d4d39c-5055-48bf-aaa5-7516ecc39b26,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"c'est excellent pour apprendre les langues, mais je trouve ça très cher pour le premium et nul sans abonnement, l'IA pour parler avec elle est trop peu développée",5,0,6.91.4,2026-08-11 15:02:29,,,6.91.4,162,28,"c'est excellent pour apprendre les langues, mais je trouve ça très cher pour le premium et nul sans abonnement, l'IA pour parler avec elle est trop peu développée",positive,positive,0.7994241118431091
7fe9872e-12ca-4e86-906c-c5c0ab44470e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this app it's very gooddddddd!,5,0,6.91.4,2026-08-11 15:01:07,,,6.91.4,30,5,this app it's very gooddddddd!,positive,positive,0.9617921710014343
73b237fc-d61e-4a6d-ad9a-1dcf5abcb5f8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,i like,5,1,6.91.4,2026-08-11 14:59:15,,,6.91.4,6,2,i like,positive,positive,0.5965291857719421
0c77d26f-20d4-4d8f-a8c6-9f72285c0a77,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this app is very good and nice to learn any of the language I learnt five courses in Delhi Ongole I love this app and I always give its 30 to 15 minutes to speak to learn and complete all the courses,5,0,,2026-08-11 14:58:16,,,,199,42,this app is very good and nice to learn any of the language I learnt five courses in Delhi Ongole I love this app and I always give its 30 to 15 minutes to speak to learn and complete all the courses,positive,positive,0.9845191240310669
4df09f82-980f-4561-8a4d-d45363de8983,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's good it helps me learn easy and slowly,5,0,6.91.4,2026-08-11 14:54:11,,,6.91.4,43,9,it's good it helps me learn easy and slowly,positive,positive,0.9829757809638977
db219888-25de-4507-a2cd-5db66a39cfce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I bad at Spanish but when I use Duolingo I am good at Spanish,5,0,6.91.4,2026-08-11 14:53:50,,,6.91.4,61,14,I bad at Spanish but when I use Duolingo I am good at Spanish,positive,positive,0.43890753388404846
8dff8f88-2525-4dbd-9231-058998ac3baf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good. learning slowly but good. you definitely need to buy books and other apps to copy what your learning,5,0,6.91.4,2026-08-11 14:52:44,,,6.91.4,106,19,good. learning slowly but good. you definitely need to buy books and other apps to copy what your learning,positive,positive,0.908240795135498
6b9cb3b2-1b08-483a-a31d-18a43b54dd66,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app is very good,it has helped me a lot in learning Spanish",4,0,6.91.4,2026-08-11 14:50:42,,,6.91.4,64,13,"This app is very good,it has helped me a lot in learning Spanish",positive,positive,0.9895675778388977
5bbc43b7-fe9b-4a26-ba1c-6cae134f0887,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good,5,0,6.91.4,2026-08-11 14:50:18,,,6.91.4,9,2,very good,positive,positive,0.9865171909332275
